enNu(GeV),kappa_inf,kappa_th,kappa_h,kappa_10,kappa_1
1.000000e+02,4.079669e-29,6.660685e-28,5.528368e-27,2.051491e-26,2.697577e-26
1.324193e+02,4.079669e-29,6.660685e-28,5.528368e-27,2.051491e-26,2.697577e-26
1.753487e+02,2.027921e-21,3.310892e-20,2.748040e-19,1.019755e-18,1.340911e-18
2.321954e+02,4.079669e-29,6.660685e-28,5.528368e-27,2.051491e-26,2.697577e-26
3.074715e+02,5.370717e-21,8.768518e-20,7.277870e-19,2.700703e-18,3.551250e-18
4.071516e+02,4.789714e-20,7.819941e-19,6.490551e-18,2.408542e-17,3.167076e-17
5.391472e+02,1.000741e-19,1.633863e-18,1.356106e-17,5.032298e-17,6.617144e-17
7.139348e+02,2.455163e-19,4.008430e-18,3.326997e-17,1.234596e-16,1.623414e-16
9.453873e+02,2.539356e-19,4.145888e-18,3.441087e-17,1.276933e-16,1.679085e-16
1.251875e+03,2.519610e-19,4.113649e-18,3.414328e-17,1.267004e-16,1.666028e-16
1.657724e+03,3.839151e-19,6.268001e-18,5.202441e-17,1.930544e-16,2.538541e-16
2.195146e+03,3.715708e-19,6.066461e-18,5.035163e-17,1.868470e-16,2.456917e-16
2.906797e+03,6.994615e-19,1.141978e-17,9.478417e-17,3.517292e-16,4.625011e-16
3.849159e+03,9.854199e-19,1.608849e-17,1.335345e-16,4.955255e-16,6.515838e-16
5.097029e+03,1.276874e-18,2.084693e-17,1.730295e-16,6.420853e-16,8.443005e-16
6.749449e+03,2.564838e-18,4.187490e-17,3.475617e-16,1.289747e-15,1.695934e-15
8.937571e+03,3.642260e-18,5.946547e-17,4.935634e-16,1.831536e-15,2.408351e-15
1.183507e+04,4.913626e-18,8.022246e-17,6.658464e-16,2.470852e-15,3.249010e-15
1.567191e+04,6.371854e-18,1.040303e-16,8.634513e-16,3.204132e-15,4.213226e-15
2.075263e+04,9.283194e-18,1.515623e-16,1.257967e-15,4.668120e-15,6.138275e-15
2.748048e+04,1.640184e-17,2.677851e-16,2.222617e-15,8.247782e-15,1.084530e-14
3.638946e+04,2.449366e-17,3.998965e-16,3.319141e-15,1.231681e-14,1.619581e-14
4.818666e+04,3.564638e-17,5.819817e-16,4.830448e-15,1.792504e-14,2.357026e-14
6.380843e+04,5.264431e-17,8.594989e-16,7.133841e-15,2.647257e-14,3.480970e-14
8.449466e+04,6.263695e-17,1.022644e-15,8.487946e-15,3.149744e-14,4.141709e-14
1.118872e+05,8.492166e-17,1.386476e-15,1.150775e-14,4.270346e-14,5.615228e-14
1.481603e+05,1.158909e-16,1.892096e-15,1.570439e-14,5.827655e-14,7.662988e-14
1.961927e+05,1.748881e-16,2.855316e-15,2.369913e-14,8.794374e-14,1.156403e-13
2.597970e+05,2.083979e-16,3.402415e-15,2.824004e-14,1.047944e-13,1.377978e-13
3.440213e+05,2.780310e-16,4.539282e-15,3.767604e-14,1.398099e-13,1.838409e-13
4.555506e+05,2.709825e-16,4.424205e-15,3.672090e-14,1.362655e-13,1.791803e-13
6.032368e+05,2.120395e-16,3.461869e-15,2.873351e-14,1.066256e-13,1.402057e-13
7.988018e+05,1.247465e-16,2.036678e-15,1.690443e-14,6.272968e-14,8.248546e-14
1.057768e+06,3.446065e-17,5.626229e-16,4.669770e-15,1.732879e-14,2.278623e-14
1.400688e+06,2.090423e-17,3.412936e-16,2.832737e-15,1.051184e-14,1.382239e-14
1.854781e+06,3.106928e-17,5.072536e-16,4.210205e-15,1.562341e-14,2.054377e-14
2.456088e+06,3.211915e-17,5.243942e-16,4.352472e-15,1.615134e-14,2.123797e-14
3.252334e+06,4.063999e-17,6.635101e-16,5.507133e-15,2.043611e-14,2.687216e-14
4.306717e+06,4.063148e-17,6.633710e-16,5.505980e-15,2.043183e-14,2.686653e-14
5.702924e+06,8.504128e-17,1.388429e-15,1.152396e-14,4.276361e-14,5.623137e-14
7.551770e+06,1.520144e-16,2.481867e-15,2.059950e-14,7.644150e-14,1.005156e-13
1.000000e+07,1.973259e-16,3.221648e-15,2.673968e-14,9.922675e-14,1.304767e-13
1.324193e+07,3.557275e-16,5.807797e-15,4.820471e-14,1.788801e-13,2.352158e-13
1.753487e+07,4.231827e-16,6.909105e-15,5.734557e-14,2.128004e-13,2.798187e-13
2.321954e+07,6.344370e-16,1.035815e-14,8.597268e-14,3.190312e-13,4.195053e-13
3.074715e+07,8.352923e-16,1.363743e-14,1.131906e-13,4.200327e-13,5.523158e-13
4.071516e+07,1.612258e-15,2.632258e-14,2.184774e-13,8.107355e-13,1.066065e-12
5.391472e+07,2.694276e-15,4.398817e-14,3.651019e-13,1.354836e-12,1.781521e-12
7.139348e+07,4.576356e-15,7.471601e-14,6.201429e-13,2.301253e-12,3.025998e-12
9.453873e+07,5.325124e-15,8.694080e-14,7.216086e-13,2.677777e-12,3.521102e-12
1.251875e+08,6.245708e-15,1.019707e-13,8.463571e-13,3.140699e-12,4.129815e-12
1.657724e+08,4.973475e-15,8.119960e-14,6.739567e-13,2.500948e-12,3.288584e-12
2.195146e+08,3.582146e-15,5.848402e-14,4.854174e-13,1.801308e-12,2.368603e-12
2.906797e+08,2.935692e-15,4.792967e-14,3.978162e-13,1.476234e-12,1.941152e-12
3.849159e+08,2.444617e-15,3.991211e-14,3.312705e-13,1.229293e-12,1.616440e-12
5.097029e+08,2.360352e-15,3.853635e-14,3.198517e-13,1.186920e-12,1.560722e-12
6.749449e+08,2.877336e-14,4.697691e-13,3.899083e-12,1.446889e-11,1.902565e-11
8.937571e+08,2.983117e-14,4.870395e-13,4.042428e-12,1.500082e-11,1.972510e-11
1.183507e+09,2.660553e-14,4.343760e-13,3.605321e-12,1.337878e-11,1.759223e-11
1.567191e+09,2.298443e-14,3.752561e-13,3.114625e-12,1.155789e-11,1.519787e-11
2.075263e+09,2.437429e-14,3.979476e-13,3.302965e-12,1.225678e-11,1.611688e-11
2.748048e+09,1.957034e-14,3.195158e-13,2.651981e-12,9.841086e-12,1.294039e-11
3.638946e+09,1.566828e-14,2.558086e-13,2.123211e-12,7.878904e-12,1.036025e-11
4.818666e+09,7.306636e-15,1.192920e-13,9.901238e-13,3.674194e-12,4.831327e-12
6.380843e+09,1.330764e-15,2.172676e-14,1.803321e-13,6.691841e-13,8.799336e-13
8.449466e+09,1.392143e-16,2.272887e-15,1.886496e-14,7.000491e-14,9.205192e-14
1.118872e+10,4.371631e-30,7.137357e-29,5.924006e-28,2.198306e-27,2.890630e-27
1.481603e+10,4.371631e-30,7.137357e-29,5.924006e-28,2.198306e-27,2.890630e-27
1.961927e+10,4.371631e-30,7.137357e-29,5.924006e-28,2.198306e-27,2.890630e-27
2.597970e+10,4.371631e-30,7.137357e-29,5.924006e-28,2.198306e-27,2.890630e-27
3.440213e+10,4.371631e-30,7.137357e-29,5.924006e-28,2.198306e-27,2.890630e-27
4.555506e+10,4.371631e-30,7.137357e-29,5.924006e-28,2.198306e-27,2.890630e-27
6.032368e+10,4.371631e-30,7.137357e-29,5.924006e-28,2.198306e-27,2.890630e-27
7.988018e+10,4.371631e-30,7.137357e-29,5.924006e-28,2.198306e-27,2.890630e-27
1.057768e+11,4.371631e-30,7.137357e-29,5.924006e-28,2.198306e-27,2.890630e-27
1.400688e+11,4.371631e-30,7.137357e-29,5.924006e-28,2.198306e-27,2.890630e-27
1.854781e+11,4.371631e-30,7.137357e-29,5.924006e-28,2.198306e-27,2.890630e-27
2.456088e+11,4.371631e-30,7.137357e-29,5.924006e-28,2.198306e-27,2.890630e-27
3.252334e+11,4.371631e-30,7.137357e-29,5.924006e-28,2.198306e-27,2.890630e-27
4.306717e+11,4.371631e-30,7.137357e-29,5.924006e-28,2.198306e-27,2.890630e-27
5.702924e+11,4.371631e-30,7.137357e-29,5.924006e-28,2.198306e-27,2.890630e-27
7.551770e+11,4.371631e-30,7.137357e-29,5.924006e-28,2.198306e-27,2.890630e-27
